C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,135,149,129,208,66,231,295
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,187,131,154,129,218,72,254,309
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,187,131,154,129,218,72,254,309
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,188,131,154,129,218,72,254,310
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,188,131,154,129,218,72,254,310
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,188,131,154,129,218,72,254,311
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,188,131,154,129,218,72,254,311
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,188,131,154,129,218,73,255,311
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,188,131,153,129,218,73,255,311
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,188,131,153,129,218,73,255,311
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,188,132,153,129,218,73,255,312
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,188,132,153,129,218,73,255,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,188,132,153,129,218,73,255,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,188,132,153,129,218,73,255,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,188,133,153,129,218,73,255,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,188,133,153,129,218,73,255,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,188,133,153,129,218,74,255,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,188,133,153,129,218,74,255,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,188,134,153,129,218,74,256,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,188,134,153,129,218,74,256,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,189,134,152,129,218,74,256,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,189,134,152,130,218,74,256,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,189,134,151,130,218,74,257,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,189,135,151,130,218,74,257,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,189,135,150,130,218,74,257,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,189,135,149,130,218,74,257,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,190,135,149,131,218,74,258,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,190,135,148,131,218,74,258,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,190,135,148,131,218,74,259,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,190,135,148,131,218,74,259,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,190,135,148,131,218,74,259,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,135,147,131,218,74,259,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,135,147,132,218,74,260,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,135,147,132,218,74,260,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,135,147,132,218,74,260,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,135,147,132,218,74,260,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,135,147,132,218,74,261,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,135,147,132,218,74,261,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,134,147,132,218,74,261,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,134,147,132,218,74,261,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,134,147,132,218,74,261,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,134,147,132,218,74,261,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,134,147,132,218,74,261,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,134,147,132,218,74,260,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,134,146,132,218,74,260,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,134,146,132,218,74,260,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,134,146,132,218,74,260,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,134,146,132,218,74,260,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,134,146,132,218,75,260,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,134,146,132,218,75,260,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,134,145,132,218,75,260,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,190,134,145,132,217,75,260,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,190,134,145,132,217,75,260,312
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,190,134,145,132,217,75,261,312
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,190,134,145,132,217,75,261,312
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,190,134,145,132,217,75,261,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,190,135,145,132,217,75,261,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,135,145,132,218,75,261,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,135,145,132,218,76,261,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,135,145,132,219,76,260,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,136,145,132,219,76,260,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,136,145,132,219,77,260,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,136,146,132,220,77,260,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,136,146,132,220,77,259,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,137,146,132,220,77,259,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,137,146,132,220,77,259,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,137,146,132,220,77,259,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,137,146,132,220,77,259,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,137,146,132,220,76,259,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,137,146,132,220,76,259,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,138,146,132,220,76,259,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,138,147,132,220,77,258,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,138,147,132,220,77,259,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,137,147,132,220,77,258,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,191,137,147,133,220,77,258,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,192,138,147,133,220,77,259,317
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,192,138,147,133,220,77,259,317
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,195,138,146,134,220,77,260,317
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,196,138,146,134,220,77,260,317
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,196,138,145,134,220,78,260,317
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,196,138,145,134,220,78,261,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,197,138,145,133,220,78,261,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,197,138,145,133,220,79,261,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,197,138,144,133,220,79,261,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,197,138,144,133,221,79,261,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,197,138,144,133,221,79,261,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,197,138,144,133,221,79,261,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,197,138,143,133,221,79,261,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,196,137,143,133,221,79,261,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,196,137,143,133,221,80,261,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,195,137,144,133,221,80,261,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,195,137,144,134,221,80,261,317
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,137,144,134,221,80,260,317
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,138,144,134,221,80,260,317
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,138,144,134,221,80,260,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,138,144,134,221,80,259,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,138,144,134,221,80,259,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,138,144,134,221,80,259,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,138,144,134,221,80,259,319
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,138,144,135,221,80,259,319
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,138,144,135,221,80,259,319
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,138,144,135,221,80,259,319
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,138,144,135,221,81,259,319
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,138,144,135,221,81,259,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,138,144,135,221,81,259,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,138,144,135,221,81,259,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,138,144,135,221,81,259,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,138,144,135,221,81,258,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,138,144,135,221,81,258,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,139,144,135,222,81,258,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,139,144,135,222,81,258,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
